DBbook_ItemID	name	DBpedia_uri
223	Penguin Dreams and Stranger Things	http://dbpedia.org/resource/Penguin_Dreams_and_Stranger_Things
2230	Darkwitch Rising	http://dbpedia.org/resource/Darkwitch_Rising
2231	Kinflicks	http://dbpedia.org/resource/Kinflicks
2232	King David's Spaceship	http://dbpedia.org/resource/King_David's_Spaceship
2233	Manifold: Space	http://dbpedia.org/resource/Manifold:_Space
2234	Lest darkness fall	http://dbpedia.org/resource/Lest_Darkness_Fall
2235	Anarchy, State and Utopia	http://dbpedia.org/resource/Anarchy,_State,_and_Utopia
2236	Orbital Resonance	http://dbpedia.org/resource/Orbital_Resonance_(novel)
2237	Lost Dorsai	http://dbpedia.org/resource/Lost_Dorsai
2238	The Romulan Way	http://dbpedia.org/resource/The_Romulan_Way
2239	The Art of Electronics	http://dbpedia.org/resource/The_Art_of_Electronics
224	Psionics Handbook	http://dbpedia.org/resource/Psionics_Handbook
2240	Making History	http://dbpedia.org/resource/Making_History_(novel)
2241	The Squares of the City	http://dbpedia.org/resource/The_Squares_of_the_City
2242	Marching Through Georgia	http://dbpedia.org/resource/Marching_Through_Georgia_(novel)
2243	Monster	http://dbpedia.org/resource/Mr._Monster
2244	Against the Day	http://dbpedia.org/resource/Against_the_Day
2245	A Civil Campaign	http://dbpedia.org/resource/A_Civil_Campaign
2246	Mission of Gravity	http://dbpedia.org/resource/Mission_of_Gravity
2247	Mercy	http://dbpedia.org/resource/A_Mercy
2248	Mission to Moulokin	http://dbpedia.org/resource/Mission_to_Moulokin
2249	Modesty Blaise	http://dbpedia.org/resource/Modesty_Blaise_(novel)
225	A Bell for Adano	http://dbpedia.org/resource/A_Bell_for_Adano_(novel)
2250	Shadows on the Stars	http://dbpedia.org/resource/Shadows_on_the_Stars
2251	Child of the Dark Prophecy	http://dbpedia.org/resource/Child_of_the_Dark_Prophecy
2252	Firesong	http://dbpedia.org/resource/Firesong
2253	Moving Mars	http://dbpedia.org/resource/Moving_Mars
2254	Auschwitz and After	http://dbpedia.org/resource/Auschwitz_and_After
2255	My Enemy, My Ally	http://dbpedia.org/resource/My_Enemy,_My_Ally
2256	Nice Work	http://dbpedia.org/resource/Nice_Work
2257	Night Lamp	http://dbpedia.org/resource/Night_Lamp
2258	Noble House	http://dbpedia.org/resource/Noble_House
2259	Nor Crystal Tears	http://dbpedia.org/resource/Nor_Crystal_Tears
226	Bag of Bones	http://dbpedia.org/resource/Bag_of_Bones
2260	Frankenstein	http://dbpedia.org/resource/Frankenstein
2261	Of Time and Stars	http://dbpedia.org/resource/Of_Time_and_Stars
2262	Only Forward	http://dbpedia.org/resource/Only_Forward
2263	Orphan Star	http://dbpedia.org/resource/Orphan_Star
2264	Permutation City	http://dbpedia.org/resource/Permutation_City
2265	Portrait in Sepia	http://dbpedia.org/resource/Portrait_in_Sepia
2266	Puttering About in a Small Land	http://dbpedia.org/resource/Puttering_About_in_a_Small_Land
2267	Postcards from the Edge	http://dbpedia.org/resource/Postcards_from_the_Edge
2268	Fossil Hunter	http://dbpedia.org/resource/Fossil_Hunter
2269	The Puppet Masters	http://dbpedia.org/resource/The_Puppet_Masters
227	Serpent Mage	http://dbpedia.org/resource/Serpent_Mage
2270	Rainbow Mars	http://dbpedia.org/resource/Rainbow_Mars
2271	Random Acts of Senseless Violence	http://dbpedia.org/resource/Random_Acts_of_Senseless_Violence
2272	The Physician	http://dbpedia.org/resource/The_Physician
2273	Regency Buck	http://dbpedia.org/resource/Regency_Buck
2274	Remnant Population	http://dbpedia.org/resource/Remnant_Population
2275	Requiem	http://dbpedia.org/resource/L.A._Requiem
2276	Restoree	http://dbpedia.org/resource/Restoree
2277	Richter 10	http://dbpedia.org/resource/Richter_10
2278	The Ringworld Throne	http://dbpedia.org/resource/The_Ringworld_Throne
2279	Riotous Assembly	http://dbpedia.org/resource/Riotous_Assembly
228	Spindle's End	http://dbpedia.org/resource/Spindle's_End
2280	Brave Cowboy	http://dbpedia.org/resource/The_Brave_Cowboy
2281	Royal Flash	http://dbpedia.org/resource/Royal_Flash
2282	Rules of Engagement	http://dbpedia.org/resource/Rules_of_Engagement_(novel)
2283	Saint Leibowitz and the Wild Horse Woman	http://dbpedia.org/resource/Saint_Leibowitz_and_the_Wild_Horse_Woman
2284	Sassinak	http://dbpedia.org/resource/Sassinak
2285	Schild's Ladder	http://dbpedia.org/resource/Schild's_Ladder
2286	One, Two, Buckle My Shoe	http://dbpedia.org/resource/One,_Two,_Buckle_My_Shoe_(novel)
2287	Shampoo Planet	http://dbpedia.org/resource/Shampoo_Planet
2288	Showboat World	http://dbpedia.org/resource/Showboat_World
2289	Sixth Column	http://dbpedia.org/resource/Sixth_Column
229	A Night to Remember	http://dbpedia.org/resource/A_Night_to_Remember_(book)
2290	From the Earth to the Moon	http://dbpedia.org/resource/From_the_Earth_to_the_Moon
2291	Skallagrigg	http://dbpedia.org/resource/Skallagrigg
2292	Smiley's People	http://dbpedia.org/resource/Smiley's_People
2293	Soldier, Ask Not	http://dbpedia.org/resource/Soldier,_Ask_Not
2294	Moments of Being	http://dbpedia.org/resource/Moments_of_Being
2295	Al Capone Does My Shirts	http://dbpedia.org/resource/Al_Capone_Does_My_Shirts
2296	Among the Brave	http://dbpedia.org/resource/Among_the_Brave
2297	An Acquaintance with Darkness	http://dbpedia.org/resource/An_Acquaintance_with_Darkness
2298	Fat Kid Rules the World	http://dbpedia.org/resource/Fat_Kid_Rules_the_World
2299	Star Maker	http://dbpedia.org/resource/Star_Maker
23	The Tail of Emily Windsnap	http://dbpedia.org/resource/The_Tail_of_Emily_Windsnap
230	A Woman of Substance	http://dbpedia.org/resource/A_Woman_of_Substance
2300	Startide Rising	http://dbpedia.org/resource/Startide_Rising
2301	Stephen Hero	http://dbpedia.org/resource/Stephen_Hero
2302	Stiff Upper Lip, Jeeves	http://dbpedia.org/resource/Stiff_Upper_Lip,_Jeeves
2303	Sundiver	http://dbpedia.org/resource/Sundiver
2304	Swords Against Death	http://dbpedia.org/resource/Swords_Against_Death
2305	Tactics of Mistake	http://dbpedia.org/resource/Tactics_of_Mistake
2306	Tales of Known Space	http://dbpedia.org/resource/Tales_of_Known_Space
2307	Teranesia	http://dbpedia.org/resource/Teranesia
2308	The Adventures of Sherlock Holmes	http://dbpedia.org/resource/The_Adventures_of_Sherlock_Holmes
2309	The Antipope	http://dbpedia.org/resource/The_Antipope
231	Heat and Dust	http://dbpedia.org/resource/Heat_and_Dust
2310	Confessions of an Ugly Stepsister	http://dbpedia.org/resource/Confessions_of_an_Ugly_Stepsister
2311	The Boat of A Million Years	http://dbpedia.org/resource/The_Boat_of_a_Million_Years
2312	The Book of Night with Moon	http://dbpedia.org/resource/The_Book_of_Night_with_Moon_(novel)
2313	The Bridges of Madison County	http://dbpedia.org/resource/The_Bridges_of_Madison_County
2314	The Children's Story	http://dbpedia.org/resource/The_Children's_Story
2315	The City and the Stars	http://dbpedia.org/resource/The_City_and_the_Stars
2316	The Complete Robot	http://dbpedia.org/resource/The_Complete_Robot
2317	The Corinthian	http://dbpedia.org/resource/The_Corinthian_(novel)
2318	The Crucible of Time	http://dbpedia.org/resource/The_Crucible_of_Time
2319	The Dark Design	http://dbpedia.org/resource/The_Dark_Design
232	The Hollow Chocolate Bunnies of the Apocalypse	http://dbpedia.org/resource/The_Hollow_Chocolate_Bunnies_of_the_Apocalypse
2320	The Dolphins of Pern	http://dbpedia.org/resource/The_Dolphins_of_Pern
2321	The End of the Matter	http://dbpedia.org/resource/The_End_of_the_Matter
2322	The Fabulous Riverboat	http://dbpedia.org/resource/The_Fabulous_Riverboat
2323	The Flying Sorcerers	http://dbpedia.org/resource/The_Flying_Sorcerers
2324	All the Pretty Horses	http://dbpedia.org/resource/All_the_Pretty_Horses_(novel)
2325	The Fountains of Paradise	http://dbpedia.org/resource/The_Fountains_of_Paradise
2326	The Garden of Rama	http://dbpedia.org/resource/The_Garden_of_Rama
2327	The Ghost from the Grand Banks	http://dbpedia.org/resource/The_Ghost_from_the_Grand_Banks
2328	The Grand Sophy	http://dbpedia.org/resource/The_Grand_Sophy
2329	The Great War: American Front	http://dbpedia.org/resource/The_Great_War:_American_Front
233	The Ice Harvest	http://dbpedia.org/resource/The_Ice_Harvest_(novel)
2330	The Great War: Walk In Hell	http://dbpedia.org/resource/The_Great_War:_Walk_in_Hell
2331	The Worlds of Frank Herbert	http://dbpedia.org/resource/The_Worlds_of_Frank_Herbert
2332	The Children of Húrin	http://dbpedia.org/resource/The_Children_of_H%C3%BArin
2333	The Icarus Hunt	http://dbpedia.org/resource/The_Icarus_Hunt
2334	Beowulf's Children	http://dbpedia.org/resource/Beowulf's_Children
2335	The Magic Labyrinth	http://dbpedia.org/resource/The_Magic_Labyrinth
2336	The Masqueraders	http://dbpedia.org/resource/The_Masqueraders
2337	The Masterharper of Pern	http://dbpedia.org/resource/The_Masterharper_of_Pern
2338	The Menace From Earth	http://dbpedia.org/resource/The_Menace_from_Earth
2339	The Nonesuch	http://dbpedia.org/resource/The_Nonesuch
234	The Towers of Trebizond	http://dbpedia.org/resource/The_Towers_of_Trebizond
2340	The Outward Urge	http://dbpedia.org/resource/The_Outward_Urge
2341	The Seven-Per-Cent Solution	http://dbpedia.org/resource/The_Seven-Per-Cent_Solution
2342	The Player of Games	http://dbpedia.org/resource/The_Player_of_Games
2343	The Postman	http://dbpedia.org/resource/The_Postman
2344	The Quiet Gentleman	http://dbpedia.org/resource/The_Quiet_Gentleman
2345	The Reluctant Widow	http://dbpedia.org/resource/The_Reluctant_Widow
2346	The Renegades of Pern	http://dbpedia.org/resource/The_Renegades_of_Pern
2347	The Rowan	http://dbpedia.org/resource/The_Rowan
2348	The Santaroga Barrier	http://dbpedia.org/resource/The_Santaroga_Barrier
2349	The Ship Who Sang	http://dbpedia.org/resource/The_Ship_Who_Sang
235	The True Story of the Three Little Pigs	http://dbpedia.org/resource/The_True_Story_of_the_Three_Little_Pigs
2350	Team Yankee	http://dbpedia.org/resource/Team_Yankee
2351	The Disappearing Dwarf	http://dbpedia.org/resource/The_Disappearing_Dwarf
2352	Big Fish: A Novel of Mythic Proportions	http://dbpedia.org/resource/Big_Fish:_A_Novel_of_Mythic_Proportions
2353	The Stone Dogs	http://dbpedia.org/resource/The_Stone_Dogs
2354	The Sun Shines Bright	http://dbpedia.org/resource/The_Sun_Shines_Bright_(book)
2355	Innocent Graves	http://dbpedia.org/resource/Innocent_Graves
2356	The Tar-Aiym Krang	http://dbpedia.org/resource/The_Tar-Aiym_Krang
2357	The Tenant of Wildfell Hall	http://dbpedia.org/resource/The_Tenant_of_Wildfell_Hall
2358	Faerie Tale	http://dbpedia.org/resource/Faerie_Tale
2359	The Toll-Gate	http://dbpedia.org/resource/The_Toll-Gate
236	The Witches of Chiswick	http://dbpedia.org/resource/The_Witches_of_Chiswick
2360	The Tough Guide to Fantasyland	http://dbpedia.org/resource/The_Tough_Guide_To_Fantasyland
2361	Eagle in the Sky	http://dbpedia.org/resource/Eagle_in_the_Sky
2362	The Unknown Ajax	http://dbpedia.org/resource/The_Unknown_Ajax
2363	The Uplift War	http://dbpedia.org/resource/The_Uplift_War
2364	Sir Percy Hits Back	http://dbpedia.org/resource/Sir_Percy_Hits_Back
2365	The Adventure of the Christmas Pudding	http://dbpedia.org/resource/The_Adventure_of_the_Christmas_Pudding
2366	The White Dragon	http://dbpedia.org/resource/The_White_Dragon
2367	Marvels	http://dbpedia.org/resource/Marvels
2368	Three Men on the Bummel	http://dbpedia.org/resource/Three_Men_on_the_Bummel
2369	To Ride Pegasus	http://dbpedia.org/resource/To_Ride_Pegasus
237	Toons for Our Times	http://dbpedia.org/resource/Toons_For_Our_Times
2370	To Sail Beyond the Sunset	http://dbpedia.org/resource/To_Sail_Beyond_the_Sunset
2371	The Art of Intrusion	http://dbpedia.org/resource/The_Art_of_Intrusion
2372	To Your Scattered Bodies Go	http://dbpedia.org/resource/To_Your_Scattered_Bodies_Go
2373	Travels with My Aunt	http://dbpedia.org/resource/Travels_with_My_Aunt
2374	The painted word	http://dbpedia.org/resource/The_Painted_Word
2375	The Waterworks	http://dbpedia.org/resource/The_Waterworks
2376	Trustee from the Toolroom	http://dbpedia.org/resource/Trustee_from_the_Toolroom
2377	Sharpe's Fortress	http://dbpedia.org/resource/Sharpe's_Fortress
2378	Uhura's Song	http://dbpedia.org/resource/Uhura's_Song
2379	The Winter King	http://dbpedia.org/resource/The_Winter_King
238	The Symbolic Species	http://dbpedia.org/resource/The_Symbolic_Species
2380	A Girl Named Disaster	http://dbpedia.org/resource/A_Girl_Named_Disaster
2381	Ghost of Chance	http://dbpedia.org/resource/Ghost_of_Chance
2382	Time Must Have a Stop	http://dbpedia.org/resource/Time_Must_Have_a_Stop
2383	Voyage to the City of the Dead	http://dbpedia.org/resource/Voyage_to_the_City_of_the_Dead
2384	Vurt	http://dbpedia.org/resource/Vurt
2385	Way Station	http://dbpedia.org/resource/The_Way_Station
2386	Wikinomics: How Mass Collaboration Changes Everything	http://dbpedia.org/resource/Wikinomics:_How_Mass_Collaboration_Changes_Everything
2387	West of Eden	http://dbpedia.org/resource/West_of_Eden
2388	When Hitler Stole Pink Rabbit	http://dbpedia.org/resource/When_Hitler_Stole_Pink_Rabbit
2389	Whipping Star	http://dbpedia.org/resource/Whipping_Star
239	Maze of Moonlight	http://dbpedia.org/resource/Maze_of_Moonlight
2390	Whit	http://dbpedia.org/resource/Whit
2391	Winter in Eden	http://dbpedia.org/resource/One_Winter_in_Eden
2392	Women in Love	http://dbpedia.org/resource/Women_in_Love
2393	Taras Bulba	http://dbpedia.org/resource/Taras_Bulba
2394	All Passion Spent	http://dbpedia.org/resource/All_Passion_Spent
2395	The Ebony Tower	http://dbpedia.org/resource/The_Ebony_Tower
2396	Death Times Three	http://dbpedia.org/resource/Death_Times_Three
2397	The Fantasies of Robert A. Heinlein	http://dbpedia.org/resource/The_Fantasies_of_Robert_A._Heinlein
2398	The Final Deduction	http://dbpedia.org/resource/The_Final_Deduction
2399	Too Many Clients	http://dbpedia.org/resource/Too_Many_Clients
24	Hidden Jewel	http://dbpedia.org/resource/Hidden_Jewel
240	Shroud of Shadow	http://dbpedia.org/resource/Shroud_of_Shadow
2400	Tramp Royale	http://dbpedia.org/resource/Tramp_Royale
2401	Dream of the Red Chamber	http://dbpedia.org/resource/Dream_of_the_Red_Chamber
2402	American Fascists: The Christian Right and the War On America	http://dbpedia.org/resource/American_Fascists:_The_Christian_Right_and_the_War_on_America
2403	Absolute Beginners	http://dbpedia.org/resource/Absolute_Beginners_(novel)
2404	The Peshawar Lancers	http://dbpedia.org/resource/The_Peshawar_Lancers
2405	Six Thinking Hats	http://dbpedia.org/resource/Six_Thinking_Hats
2406	V	http://dbpedia.org/resource/V.
2407	Angel	http://dbpedia.org/resource/D.N.Angel
2408	Antic Hay	http://dbpedia.org/resource/Antic_Hay
2409	The Waste Land	http://dbpedia.org/resource/The_Waste_Land
241	Strands of Sunlight	http://dbpedia.org/resource/Strands_of_Sunlight
2410	The Angel's Command	http://dbpedia.org/resource/The_Angel's_Command
2411	The Raw Shark Texts	http://dbpedia.org/resource/The_Raw_Shark_Texts
2412	This Can't Be Happening at Macdonald Hall	http://dbpedia.org/resource/This_Can't_Be_Happening_at_Macdonald_Hall
2413	Adrian Mole: From Minor to Major	http://dbpedia.org/resource/Adrian_Mole:_From_Minor_to_Major
2414	A Cure for Cancer	http://dbpedia.org/resource/A_Cure_for_Cancer
2415	Side Effects	http://dbpedia.org/resource/Side_Effects_(book)
2416	Isle of the Dead	http://dbpedia.org/resource/Isle_of_the_Dead_(novel)
2417	Life of Pi	http://dbpedia.org/resource/Life_of_Pi
2418	Borstal Boy	http://dbpedia.org/resource/Borstal_Boy
2419	777 And Other Qabalistic Writings of Aleister Crowley	http://dbpedia.org/resource/777_and_Other_Qabalistic_Writings_of_Aleister_Crowley
242	Tarzan and the City of Gold	http://dbpedia.org/resource/Tarzan_and_the_City_of_Gold
2420	Sun of Suns	http://dbpedia.org/resource/Sun_of_Suns
2421	Taming the Star Runner	http://dbpedia.org/resource/Taming_the_Star_Runner
2422	That Was Then, This is Now	http://dbpedia.org/resource/That_Was_Then,_This_Is_Now
2423	Darkness at Noon	http://dbpedia.org/resource/Darkness_at_Noon
2424	Airborn	http://dbpedia.org/resource/Airborn
2425	Death of a Naturalist	http://dbpedia.org/resource/Death_of_a_Naturalist
2426	The Depths of Time	http://dbpedia.org/resource/The_Depths_of_Time
2427	The Canon	http://dbpedia.org/resource/The_Canon
2428	The New Journalism	http://dbpedia.org/resource/The_New_Journalism
2429	Erewhon	http://dbpedia.org/resource/Erewhon
243	Tarzan and the Forbidden City	http://dbpedia.org/resource/Tarzan_and_the_Forbidden_City
2430	Eugénie Grandet	http://dbpedia.org/resource/Eug%C3%A9nie_Grandet
2431	Tortilla Flat	http://dbpedia.org/resource/Tortilla_Flat
2432	Sweet Thursday	http://dbpedia.org/resource/Sweet_Thursday
2433	Goodbye to Berlin	http://dbpedia.org/resource/Goodbye_to_Berlin
2434	Heartbreak House	http://dbpedia.org/resource/Heartbreak_House
2435	Marooned in Realtime	http://dbpedia.org/resource/Marooned_in_Realtime
2436	Hotel World	http://dbpedia.org/resource/Hotel_World
2437	Theft: A Love Story	http://dbpedia.org/resource/Theft:_A_Love_Story
2438	The Pyrates	http://dbpedia.org/resource/The_Pyrates
2439	How Green Was My Valley	http://dbpedia.org/resource/How_Green_Was_My_Valley
244	Tarzan the Magnificent	http://dbpedia.org/resource/Tarzan_the_Magnificent_(novel)
2440	The Quest of the Historical Jesus	http://dbpedia.org/resource/The_Quest_of_the_Historical_Jesus
2441	The Crack in Space	http://dbpedia.org/resource/The_Crack_in_Space
2442	Riding the Bullet	http://dbpedia.org/resource/Riding_the_Bullet
2443	Local Anaesthetic	http://dbpedia.org/resource/Local_Anaesthetic_(novel)
2444	Buried Fire	http://dbpedia.org/resource/Buried_Fire
2445	Light	http://dbpedia.org/resource/Slights
2446	The People of Sparks	http://dbpedia.org/resource/The_People_of_Sparks
2447	Mr Norris Changes Trains	http://dbpedia.org/resource/Mr_Norris_Changes_Trains
2448	My Brilliant Career	http://dbpedia.org/resource/My_Brilliant_Career
2449	The Very Persistent Gappers of Frip	http://dbpedia.org/resource/The_Very_Persistent_Gappers_of_Frip
245	Tarzan, Lord of the Jungle	http://dbpedia.org/resource/Tarzan,_Lord_of_the_Jungle_(novel)
2450	My Mortal Enemy	http://dbpedia.org/resource/My_Mortal_Enemy
2451	National Velvet	http://dbpedia.org/resource/National_Velvet
2452	The Heart is Deceitful Above All Things	http://dbpedia.org/resource/The_Heart_Is_Deceitful_Above_All_Things_(novel)
2453	Of Mice and Men	http://dbpedia.org/resource/Of_Mice_and_Men
2454	Undead and Uneasy	http://dbpedia.org/resource/Undead_and_Uneasy
2455	Peer Gynt	http://dbpedia.org/resource/Peer_Gynt
2456	Peter Camenzind	http://dbpedia.org/resource/Peter_Camenzind
2457	Piccadilly Jim	http://dbpedia.org/resource/Piccadilly_Jim
2458	Put Out More Flags	http://dbpedia.org/resource/Put_Out_More_Flags
2459	Resurrection	http://dbpedia.org/resource/Resurrection_Men
246	The Snow Leopard	http://dbpedia.org/resource/The_Snow_Leopard
2460	Room at the Top	http://dbpedia.org/resource/Room_at_the_Top_(novel)
2461	Sad Cypress	http://dbpedia.org/resource/Sad_Cypress
2462	Sartor Resartus	http://dbpedia.org/resource/Sartor_Resartus
2463	Summer Lightning	http://dbpedia.org/resource/Summer_Lightning
2464	In Chancery	http://dbpedia.org/resource/In_Chancery
2465	Sharpe's Prey	http://dbpedia.org/resource/Sharpe's_Prey
2466	Sharpe's Trafalgar	http://dbpedia.org/resource/Sharpe's_Trafalgar
2467	The Millionaires	http://dbpedia.org/resource/The_Millionairess_(play)
2468	The Blue Flower	http://dbpedia.org/resource/The_Blue_Flowers
2469	Wizard of the Pigeons	http://dbpedia.org/resource/Wizard_of_the_Pigeons
247	Race Matters	http://dbpedia.org/resource/Race_Matters
2470	The 5th Horseman	http://dbpedia.org/resource/The_5th_Horseman
2471	The Case-Book of Sherlock Holmes	http://dbpedia.org/resource/The_Case-Book_of_Sherlock_Holmes
2472	The Curse of Lono	http://dbpedia.org/resource/The_Curse_of_Lono
2473	The Cure for Death by Lightning	http://dbpedia.org/resource/The_Cure_for_Death_by_Lightning
2474	The Decline and Fall of the Roman Empire	http://dbpedia.org/resource/The_History_of_the_Decline_and_Fall_of_the_Roman_Empire
2475	Goodbye California	http://dbpedia.org/resource/Goodbye_California_(novel)
2476	The Last Ship	http://dbpedia.org/resource/The_Last_Ship
2477	The Deep Range	http://dbpedia.org/resource/The_Deep_Range
2478	The magician's wife	http://dbpedia.org/resource/The_Magician's_Wife
2479	The Drunken Forest	http://dbpedia.org/resource/The_Drunken_Forest
248	Felix Holt, the Radical	http://dbpedia.org/resource/Felix_Holt,_the_Radical
2480	The Egg and I	http://dbpedia.org/resource/The_Egg_and_I
2481	Lord of Light	http://dbpedia.org/resource/Lord_of_Light
2482	His Dark Materials	http://dbpedia.org/resource/His_Dark_Materials_(play)
2483	Adding a Dimension	http://dbpedia.org/resource/Adding_a_Dimension
2484	Alan Mendelsohn, the Boy from Mars	http://dbpedia.org/resource/Alan_Mendelsohn,_the_Boy_from_Mars
2485	The Half Brother	http://dbpedia.org/resource/The_Half_Brother
2486	The Heart of the Matter	http://dbpedia.org/resource/The_Heart_of_the_Matter
2487	Banquets of the Black Widowers	http://dbpedia.org/resource/Banquets_of_the_Black_Widowers
2488	The Imitation of Christ	http://dbpedia.org/resource/The_Imitation_of_Christ
2489	The Inimitable Jeeves	http://dbpedia.org/resource/The_Inimitable_Jeeves
249	Heartbeat	http://dbpedia.org/resource/My_Heartbeat
2490	Brave New World	http://dbpedia.org/resource/Brave_New_World
2491	The Island of Sheep	http://dbpedia.org/resource/The_Island_of_Sheep
2492	Bloodhype	http://dbpedia.org/resource/Bloodhype
2493	The Great Gatsby	http://dbpedia.org/resource/The_Great_Gatsby
2494	Digital Fortress	http://dbpedia.org/resource/Digital_Fortress
2495	The Magic Toyshop	http://dbpedia.org/resource/The_Magic_Toyshop
2496	The Memoirs of Sherlock Holmes	http://dbpedia.org/resource/The_Memoirs_of_Sherlock_Holmes
2497	The Midwich Cuckoos	http://dbpedia.org/resource/The_Midwich_Cuckoos
2498	Doc Savage: His Apocalyptic Life	http://dbpedia.org/resource/Doc_Savage:_His_Apocalyptic_Life
2499	Earthman's Burden	http://dbpedia.org/resource/Earthman's_Burden
25	Iggie's House	http://dbpedia.org/resource/Iggie's_House
250	Adam and Eve and Pinch Me	http://dbpedia.org/resource/Adam_and_Eve_and_Pinch_Me
2500	Empire of the Atom	http://dbpedia.org/resource/Empire_of_the_Atom
2501	The Ice Limit	http://dbpedia.org/resource/The_Ice_Limit
2502	Gone-Away Lake	http://dbpedia.org/resource/Gone-Away_Lake
2503	The Secret Adversary	http://dbpedia.org/resource/The_Secret_Adversary
2504	Sick Puppy	http://dbpedia.org/resource/Sick_Puppy
2505	The Seven Dials Mystery	http://dbpedia.org/resource/The_Seven_Dials_Mystery
2506	The Summer Book	http://dbpedia.org/resource/The_Summer_Book
2507	Heroes Die	http://dbpedia.org/resource/Heroes_Die
2508	Blade of Tyshalle	http://dbpedia.org/resource/Blade_of_Tyshalle
2509	The Vault	http://dbpedia.org/resource/In_the_Vault
251	Hope Was Here	http://dbpedia.org/resource/Hope_Was_Here
2510	The Way We Live Now	http://dbpedia.org/resource/The_Way_We_Live_Now
2511	Limit of Vision	http://dbpedia.org/resource/Limit_of_Vision
2512	Martians, go home	http://dbpedia.org/resource/Martians,_Go_Home
2513	Three Men in a Boat	http://dbpedia.org/resource/Three_Men_in_a_Boat
2514	Think and Grow Rich	http://dbpedia.org/resource/Think_and_Grow_Rich
2515	Twenty Years After	http://dbpedia.org/resource/Twenty_Years_After
2516	Needle	http://dbpedia.org/resource/Needless
2517	Austenland	http://dbpedia.org/resource/Austenland
2518	What Is History?	http://dbpedia.org/resource/What_Is_History%3F
2519	What Maisie Knew	http://dbpedia.org/resource/What_Maisie_Knew
252	Krapp's Last Tape	http://dbpedia.org/resource/Krapp's_Last_Tape
2520	Poets and Murder	http://dbpedia.org/resource/Poets_and_Murder
2521	Zuleika Dobson	http://dbpedia.org/resource/Zuleika_Dobson
2522	A Breath of Snow and Ashes	http://dbpedia.org/resource/A_Breath_of_Snow_and_Ashes
2523	A Cry in the Night	http://dbpedia.org/resource/A_Cry_in_the_Night_(novel)
2524	A Light in the Window	http://dbpedia.org/resource/A_Light_in_the_Window
2525	A Northern Light	http://dbpedia.org/resource/A_Northern_Light
2526	The Woods	http://dbpedia.org/resource/In_the_Woods
2527	Absolute Power	http://dbpedia.org/resource/Absolute_Power_(novel)
2528	Return to Gone-Away	http://dbpedia.org/resource/Return_to_Gone-Away
2529	At Home in Mitford	http://dbpedia.org/resource/At_Home_in_Mitford
253	Krapp's Last Tape	http://dbpedia.org/resource/Krapp's_Last_Tape
2530	Black Notice	http://dbpedia.org/resource/Black_Notice
2531	Cause of Death	http://dbpedia.org/resource/Cause_of_Death_(novel)
2532	The Far Side Gallery	http://dbpedia.org/resource/The_Far_Side_Gallery
2533	City of Night	http://dbpedia.org/resource/City_of_Night
2534	Some Lie and Some Die	http://dbpedia.org/resource/Some_Lie_and_Some_Die
2535	Dragonsinger	http://dbpedia.org/resource/Dragonsinger
2536	Steal This Book	http://dbpedia.org/resource/Steal_This_Book
2537	Barbarians Led by Bill Gates	http://dbpedia.org/resource/Barbarians_Led_by_Bill_Gates
2538	Five Quarters of the Orange	http://dbpedia.org/resource/Five_Quarters_of_the_Orange
2539	Forever Odd	http://dbpedia.org/resource/Forever_Odd
254	Chasm City	http://dbpedia.org/resource/Chasm_City
2540	Fried Green Tomatoes at the Whistle Stop Cafe	http://dbpedia.org/resource/Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe
2541	From the Corner of His Eye	http://dbpedia.org/resource/From_the_Corner_of_His_Eye
2542	Tales of the Black Widowers	http://dbpedia.org/resource/Tales_of_the_Black_Widowers
2543	In the Company of Cheerful Ladies	http://dbpedia.org/resource/In_the_Company_of_Cheerful_Ladies
2544	The Blind Barber	http://dbpedia.org/resource/The_Blind_Barber
2545	Life Expectancy	http://dbpedia.org/resource/Life_Expectancy_(novel)
2546	Lucy Sullivan is Getting Married	http://dbpedia.org/resource/Lucy_Sullivan_Is_Getting_Married
2547	The Broken Vase	http://dbpedia.org/resource/The_Broken_Vase
2548	The Case of the Constant Suicides	http://dbpedia.org/resource/The_Case_of_the_Constant_Suicides
2549	The Diamond as Big as the Ritz	http://dbpedia.org/resource/The_Diamond_as_Big_as_the_Ritz
255	The Autobiography of Miss Jane Pittman	http://dbpedia.org/resource/The_Autobiography_of_Miss_Jane_Pittman
2550	Mrs. Kimble	http://dbpedia.org/resource/Mrs._Kimble
2551	Animal, Vegetable, Miracle: A Year of Food Life	http://dbpedia.org/resource/Animal,_Vegetable,_Miracle:_A_Year_of_Food_Life
2552	No Place Like Home	http://dbpedia.org/resource/No_Place_Like_Home_(novel)
2553	The Crooked Hinge	http://dbpedia.org/resource/The_Crooked_Hinge
2554	One Door Away From Heaven	http://dbpedia.org/resource/One_Door_Away_from_Heaven
2555	Point of Origin	http://dbpedia.org/resource/Point_of_Origin_(novel)
2556	The Eyes of the Overworld	http://dbpedia.org/resource/The_Eyes_of_the_Overworld
2557	The Family Trade	http://dbpedia.org/resource/The_Family_Trade
2558	The Final Reflection	http://dbpedia.org/resource/The_Final_Reflection
2559	The First Three Minutes: A Modern View of the Origin of the Universe	http://dbpedia.org/resource/The_First_Three_Minutes:_A_Modern_View_of_the_Origin_of_the_Universe
